7.198716013490968901e-01,8.929662966731912732e-01
4.614330223499779615e-01,8.077266104418102666e-01
5.355530959164724880e-01,7.946428888301180216e-01
3.216744000138874737e-01,6.677724410644502173e-01
2.385914834610621538e-01,6.154931959907224970e-01
2.062714486832568084e-01,5.805286399900266847e-01
9.531702291564805862e-02,5.073906892691876225e-01
-8.414934408114377318e-02,3.545080303924648124e-01
-1.380882002891778704e-01,2.720259515331550082e-01
-1.895329256367651594e-01,2.297681673545126646e-01
-3.094131278587201606e-01,1.073470632939305947e-01
-4.207632508050300757e-01,-4.072253034669685162e-02
-6.768886440383209413e-01,-3.817193194162216141e-01
-7.133200327057104273e-01,-4.736552144424552857e-01
-7.298151754103693323e-01,-5.222227620326351794e-01
-8.351407406671474964e-01,-6.568621285087186124e-01
-8.543846500765337471e-01,-6.956356365895706162e-01
-8.904012316254944492e-01,-8.377614107371001984e-01
-8.958619002713732460e-01,-8.443806285043859994e-01
-9.445512026860185539e-01,-9.128120068200509252e-01
